Area,Bedrooms,Bathrooms,Location,Age,Garage,Price
1741,1,1,Location3,12,2,296338.2443812981
1159,1,3,Location1,76,0,229733.4148099281
4272,5,3,Location3,85,2,882258.6269314374
1087,4,2,Location5,58,0,342528.3899300296
3908,1,1,Location3,83,1,703207.3117048186
1496,1,3,Location5,63,1,377211.7100567677
3943,4,1,Location1,73,2,695282.8026895551
1812,3,2,Location3,107,1,444403.997771906
1303,1,2,Location2,49,2,312074.99751671683
2070,2,1,Location2,112,2,400738.2563088425
1180,4,1,Location4,36,2,286030.77996894735
3437,1,3,Location2,106,2,702007.5746882922
3508,5,2,Location5,54,0,888556.7415419155
2894,2,2,Location2,47,0,523998.84644067293
3747,1,2,Location2,115,1,729435.8989019421
753,2,1,Location2,32,0,190267.09391912256
2279,2,3,Location3,99,1,468647.8716043416
4106,3,1,Location4,95,1,936186.3315730819
1596,2,1,Location1,53,2,321048.36299427546
3757,3,1,Location4,119,2,807045.6925863365
3344,4,3,Location5,32,2,782548.4239060417
3956,3,1,Location3,62,2,749266.2762057863
1843,5,2,Location3,37,2,494762.3868080907
1692,1,2,Location2,96,2,382653.67955631856
3718,4,2,Location2,107,0,633263.8401933009
1608,4,3,Location5,101,1,399881.245900227
2741,5,1,Location3,103,1,691674.7023271801
2373,3,3,Location1,38,2,476621.2602839026
1557,1,1,Location4,30,0,440012.11598056305
3659,3,2,Location3,58,2,838880.7426587708
1052,2,1,Location1,32,0,174551.47237904771
1827,3,1,Location1,109,0,420107.9466997463
3559,4,1,Location4,66,1,740318.0817424564
2865,1,3,Location1,51,1,544090.0223164437
3121,3,1,Location5,11,0,748562.9895754675
3079,1,1,Location1,59,1,560944.5836969699
2988,1,1,Location5,20,0,700384.607613042
1150,2,3,Location1,37,0,276511.1317269214
2235,2,3,Location2,73,0,516334.0400324815
1912,4,3,Location1,102,1,429542.5837650929
3925,5,1,Location5,49,2,950122.7766282324
2357,1,2,Location1,19,1,380591.44082310237
956,5,2,Location1,55,2,226922.35277692022
2670,4,2,Location1,40,1,509908.5254402097
2385,1,1,Location5,7,1,630274.0634403881
3169,1,2,Location1,5,2,613250.9882391924
2381,5,2,Location4,111,0,526126.1554490693
3771,3,2,Location4,42,2,805675.8683974013
3449,2,1,Location5,88,0,752316.9499390279
3851,3,2,Location2,48,0,706126.0025324906
3894,5,2,Location4,105,1,879760.9654571636
3409,2,1,Location3,7,1,721109.8692593102
4330,3,3,Location4,11,1,894115.1437192056
3089,2,2,Location3,73,1,596239.8041536002
2231,1,3,Location5,49,1,542750.2529097442
3416,3,2,Location2,30,2,752060.1746022365
1615,2,1,Location3,41,2,365341.19286342466
1948,2,3,Location3,3,2,392771.27819059393
1115,2,3,Location4,86,2,349183.3495079922
3687,3,3,Location3,40,1,765268.9667024214
3439,4,3,Location5,51,2,804676.5399405684
935,3,2,Location5,84,2,291555.60679891694
2382,5,2,Location5,32,0,602374.9381926545
2905,3,3,Location4,48,1,675030.4490099964
1096,2,2,Location2,71,2,316966.5496863958
1495,1,3,Location4,71,2,428075.242510106
2807,3,3,Location5,20,2,735161.6435814748
4146,3,1,Location4,89,1,947891.4353540625
1451,2,3,Location5,109,2,401707.6722699039
2287,1,2,Location1,35,0,371593.46662812994
2531,1,3,Location1,108,1,466126.94736847637
3337,5,1,Location3,24,0,707181.0130344128
4346,3,2,Location2,40,1,733714.6333943676
3027,1,1,Location1,77,2,597471.7181414245
2168,1,1,Location5,52,1,493606.6099692911
1556,4,3,Location4,112,1,441121.5994044698
3338,4,1,Location4,39,1,782964.0838677206
4098,1,1,Location3,68,0,647918.0285213398
2236,5,2,Location4,61,1,563964.9451213618
1891,1,1,Location1,76,2,434400.7259682856
4248,2,3,Location4,81,1,895917.5889582353
2040,3,3,Location1,65,1,297306.39220309234
1791,5,3,Location1,62,2,367350.73843722977
1666,2,1,Location2,81,2,378800.56244352733
4227,5,2,Location3,2,0,863010.3178919781
884,2,3,Location5,6,2,272915.4854995478
3044,3,1,Location1,108,2,480125.6798706995
611,3,3,Location3,75,2,140471.72153959435
2230,4,3,Location5,117,1,493496.380056291
3973,2,2,Location4,43,0,847074.3236100177
3924,4,3,Location3,82,2,844113.568406652
3146,2,2,Location3,40,2,676478.0397541722
1353,4,1,Location3,89,2,354868.54582941835
2682,3,3,Location4,39,1,670697.4058884855
3374,5,1,Location4,28,1,835973.2990096139
3496,4,1,Location3,110,0,707222.0589420797
689,2,1,Location2,80,0,194062.07961878684
1375,2,3,Location1,63,1,305259.93177836464
3252,3,2,Location4,64,2,755021.4702489902
3617,2,3,Location2,12,2,702882.69647507
2225,1,1,Location4,41,0,513094.6760681714
3669,5,2,Location3,116,2,847792.0652723289
1017,4,1,Location2,29,1,329099.824380715
714,5,2,Location5,23,0,185320.11379239065
1216,3,3,Location1,85,1,277130.87534405
3867,4,2,Location1,80,1,662799.7973261361
1425,4,3,Location4,117,2,461731.6162269963
4172,1,1,Location1,51,1,687890.6443679278
2249,3,2,Location5,112,1,587848.5358488901
2116,2,1,Location2,105,2,394083.94544015377
3746,1,2,Location2,45,1,737521.8705934715
1012,1,3,Location3,90,2,217404.1490090641
4047,5,2,Location2,101,1,745855.5289214398
4091,5,2,Location4,22,2,878101.7356998541
1328,5,3,Location5,115,2,401314.42545976833
3948,1,3,Location3,10,0,772952.211042434
3668,2,3,Location4,7,1,871713.3734732349
3408,4,2,Location4,73,1,761826.2324409884
1275,5,1,Location4,89,0,415931.9366690142
4065,2,2,Location1,110,2,674503.985743362
2492,3,2,Location4,15,2,552961.8742973428
3104,5,1,Location1,77,0,526224.7492143977
3567,4,3,Location2,106,0,698504.0116089445
2839,3,2,Location1,46,2,599657.4998722995
3386,3,1,Location4,90,2,728388.1826225775
4360,4,3,Location5,85,0,1111654.957861545
1722,5,3,Location5,87,1,483108.07779001823
2171,1,2,Location2,61,2,421402.77465615
1577,4,3,Location4,108,0,447750.0562183398
1608,4,3,Location1,92,1,400327.88974024367
2743,4,1,Location5,61,1,712638.2073647492
2287,3,1,Location3,51,1,429570.6620954916
3310,2,3,Location4,38,1,771873.784213099
3861,1,1,Location4,12,0,940356.1994057068
4407,5,3,Location3,88,2,801101.4609303994
636,5,2,Location5,77,1,275094.9452397263
4451,2,1,Location3,104,1,861975.7594816193
4040,4,3,Location2,112,0,705124.0563670801
4366,1,3,Location1,66,1,782649.3077569361
2148,5,1,Location1,54,0,310830.32375464495
2926,5,1,Location5,39,0,705197.5726188527
2864,4,2,Location3,76,2,674632.3776553303
3514,2,3,Location4,39,1,839186.1790558245
1472,1,2,Location4,115,2,409422.9436498709
2421,2,2,Location4,78,0,564765.8876259676
1896,2,2,Location2,30,1,392880.2111673896
2709,1,1,Location2,105,0,477814.9410709379
1195,1,2,Location4,114,0,256375.06480769493
2503,5,1,Location5,107,0,663116.9783435481
1328,5,1,Location2,48,1,322332.0723138495
1965,1,2,Location2,83,0,431315.3049738389
996,3,2,Location1,31,0,185615.88528853867
1298,5,3,Location1,107,1,245706.34565213416
3690,3,2,Location5,114,2,913578.9852457846
2824,1,3,Location2,107,0,421562.23256162903
2235,5,2,Location2,25,2,354533.81157089607
995,2,2,Location3,68,2,327965.3527013172
3092,1,2,Location5,114,2,713808.6056491139
3904,4,2,Location5,51,2,960923.9037337493
675,3,3,Location3,13,2,261010.43463906774
864,1,3,Location3,100,2,303276.5431791931
3102,1,2,Location1,63,1,512741.73229322094
2419,5,2,Location5,42,1,617468.6589109832
1317,5,3,Location5,54,2,393527.7749392554
3382,5,1,Location3,101,1,733271.0693871104
4055,4,1,Location4,67,1,924047.7237710449
4235,5,1,Location4,80,2,1004656.8461535955
1450,1,3,Location1,90,2,236374.9213448473
4177,5,3,Location4,104,0,1034779.1237548813
1990,2,1,Location4,56,1,461191.6786676993
743,5,1,Location4,103,2,253799.13458373968
1484,4,2,Location2,19,1,351723.37056177587
3740,2,3,Location1,46,1,598940.6108420115
3770,1,3,Location3,15,1,756659.0333235713
995,1,1,Location4,32,0,342663.07338747306
3696,3,1,Location2,49,2,773981.5139269823
3595,2,3,Location4,21,1,823704.50343884
3538,3,2,Location2,65,2,731879.3525621765
2092,2,1,Location1,70,1,400942.29130527086
4155,2,3,Location4,27,2,929255.4710666465
4236,4,3,Location2,23,2,775916.0478126948
3822,3,2,Location5,47,2,884651.2421163364
1767,4,2,Location5,95,1,446025.5507201735
3216,2,1,Location2,12,0,683498.8584934098
1662,1,1,Location4,85,2,455891.8783678807
2756,2,1,Location4,116,0,678472.9485461973
4364,4,3,Location1,66,2,773663.9606177798
1665,3,1,Location1,5,0,277125.18089704594
1809,3,3,Location3,9,2,476890.0637925197
3582,4,1,Location1,20,0,675387.0660772796
3045,3,2,Location4,110,2,732102.5727054228
3894,5,2,Location3,82,2,749272.4720540864
1233,1,3,Location1,63,0,179677.8595084747
1756,1,2,Location2,86,2,403707.7583335838
3834,1,3,Location5,72,1,895018.0100079179
1838,3,3,Location1,98,2,381559.4470725832
1332,3,2,Location1,73,2,249865.28951375367
834,2,3,Location2,71,1,232474.98108264772
3305,2,2,Location4,30,1,691380.8116698666
1350,1,1,Location2,82,1,301282.1199552757
3235,5,1,Location1,91,0,592747.2112665427
3680,2,2,Location4,16,1,860891.240427713
3745,2,2,Location3,85,0,685325.6837209676
1553,3,2,Location1,5,1,342797.60010580113
3139,5,2,Location2,119,0,570747.6197811215
3560,1,1,Location3,29,1,796973.5697628794
3924,2,3,Location5,47,1,988548.4563261981
3901,5,3,Location3,101,2,823328.8023436548
2142,5,1,Location2,107,1,547407.3581340336
1797,1,3,Location3,22,2,394307.2462097939
2276,5,1,Location2,78,1,461394.6384942348
1791,5,3,Location1,57,1,392876.3276667443
2817,5,2,Location4,83,2,774591.3524143295
2016,2,2,Location5,35,2,616660.519674927
3593,1,2,Location4,88,0,816694.0086752449
3442,5,1,Location4,106,2,738182.6193075379
3281,5,1,Location4,60,0,693090.5831613031
1817,2,3,Location2,70,1,423234.301583683
2140,1,3,Location2,60,2,383756.4251508834
2676,3,3,Location5,58,2,711034.2719916224
3836,2,1,Location2,3,1,755255.3849769126
2045,1,3,Location2,34,1,351451.4340341338
2986,5,2,Location2,45,1,625842.9464093702
4319,1,3,Location2,50,1,843229.1140268644
2119,1,2,Location1,2,2,384445.9444285383
1988,1,1,Location5,15,1,505126.8432507726
2456,3,2,Location2,37,1,406674.2318364115
1965,1,2,Location5,15,2,523647.1800991717
1099,3,2,Location3,60,0,207698.55577121553
2280,5,1,Location1,96,2,393982.25021041115
1110,3,1,Location2,85,0,231017.65668670132
3998,5,1,Location1,64,1,624227.6206197493
816,5,1,Location1,81,2,148330.66519615328
1924,3,3,Location3,98,1,385114.04108014866
1755,2,1,Location5,96,2,529657.6072608574
2427,4,2,Location1,114,0,430867.6289519503
3741,1,1,Location4,111,2,876895.8928449444
3923,4,3,Location3,52,1,797209.1955039259
4086,1,3,Location4,23,2,893612.5918539177
2410,1,3,Location3,99,1,499166.51257237565
3092,5,2,Location4,37,2,584571.4043578262
3523,1,1,Location4,107,0,776220.4717500936
1805,1,1,Location1,41,2,338483.620254512
2814,3,1,Location1,101,2,500550.20242948947
690,4,2,Location3,57,2,131437.97877065628
1313,3,2,Location5,97,2,391002.48087695386
2481,1,3,Location1,25,0,423222.4108423319
4202,5,3,Location1,110,1,727381.115532752
638,3,1,Location2,37,2,193389.5790551041
3797,3,2,Location1,40,2,635480.280445304
4122,2,2,Location5,85,2,1005495.676358966
772,1,1,Location2,46,0,240742.8202053116
1252,5,1,Location4,60,1,331390.15558985
1353,3,3,Location4,112,1,296145.2035889635
1843,3,3,Location2,102,2,333704.07803832495
4309,5,3,Location2,104,2,841598.2569363152
1681,1,1,Location2,98,1,406219.65879316244
2283,2,1,Location3,19,2,417124.0735267995
3123,3,3,Location5,91,2,732448.8529243377
1055,2,3,Location5,9,2,339212.8995240741
1428,4,2,Location4,69,0,274884.52504573023
1494,1,2,Location4,5,0,375416.85891176044
1984,4,3,Location4,89,1,519852.0399167517
2558,4,3,Location1,26,0,495569.9161998485
3672,4,2,Location4,19,0,802286.7243870479
3034,1,3,Location2,30,1,571226.6998699809
2596,1,2,Location4,100,0,529256.6236344319
2995,5,2,Location2,48,1,505975.3892140298
789,2,2,Location3,112,2,224516.57137347554
1104,2,1,Location1,16,1,259097.231537201
1814,5,1,Location1,71,1,354380.92494064715
2131,5,3,Location5,18,1,645537.4947265055
4040,4,2,Location3,56,2,856405.359044539
4080,5,1,Location2,21,2,811203.2414677945
1423,3,3,Location3,31,2,382461.1683487471
1528,2,3,Location1,1,1,411037.9860062059
1533,5,3,Location2,3,1,342457.76001670776
1740,3,3,Location3,95,1,446258.5578326724
733,3,3,Location1,25,1,213340.16740071608
2705,3,2,Location2,117,1,563481.8875408699
4227,3,3,Location2,8,1,816474.4023377988
1284,4,2,Location1,65,1,274680.3916878015
3319,3,1,Location2,62,0,637562.2139333265
2820,4,3,Location1,7,2,554327.6374241128
2452,4,1,Location4,7,0,608829.2638961572
1414,3,2,Location4,8,2,471146.32154219574
1772,2,2,Location2,19,1,389756.29233674204
679,3,1,Location2,17,0,134122.27090535001
3533,3,3,Location1,11,1,630859.5410229539
3884,3,3,Location2,111,0,698562.0493190004
802,2,1,Location5,105,0,220964.1311988249
3411,1,1,Location4,49,1,732430.001569856
1852,1,1,Location2,11,0,327191.5449259712
2299,4,3,Location2,102,0,346000.6127802611
1850,4,3,Location3,41,2,529256.1419201856
2282,2,3,Location2,62,1,441819.68594856537
2155,5,1,Location5,114,1,473674.7467707108
4112,1,3,Location4,52,0,901468.3536992815
4073,4,2,Location3,66,1,864818.0358423118
2694,1,1,Location1,68,2,465036.7874941048
1856,2,3,Location1,114,2,297289.4102817434
3976,2,1,Location4,92,1,787687.2978203995
2149,5,2,Location1,97,1,521790.54846918455
1766,5,2,Location5,75,2,434741.5211379151
4086,2,1,Location2,67,1,666395.9556070447
4184,4,1,Location4,40,0,894301.8961144472
1996,1,2,Location3,5,1,492052.40607065754
4237,3,1,Location2,116,0,845917.8670099196
3930,5,2,Location1,85,2,673635.0783526583
3303,3,2,Location1,22,1,568454.7881833265
1070,4,3,Location3,118,2,239809.70082844465
3618,5,1,Location5,37,1,933976.5741462524
1635,3,1,Location3,11,0,375629.9319930849
1953,4,3,Location4,44,1,500818.52345971443
3383,1,2,Location3,86,2,720227.9497885205
3431,4,1,Location1,105,0,594141.799524718
1567,5,3,Location5,53,1,458751.92668075225
957,2,3,Location5,77,2,389882.97917349683
3619,1,1,Location3,118,2,647843.6427211342
4079,3,3,Location4,116,1,910073.6926437567
1267,5,2,Location1,61,2,308088.46407176537
972,2,3,Location2,67,0,220016.3380559486
1631,4,2,Location5,13,1,499948.4848736185
1745,2,2,Location3,92,0,422806.4348990603
1971,5,1,Location4,118,2,548827.7182615083
3323,5,3,Location4,11,2,786291.0161434035
689,2,2,Location1,11,2,181172.56003231293
4319,4,2,Location5,85,0,1037269.7240821251
3345,2,3,Location1,116,2,574955.8383168692
3987,5,2,Location2,85,1,677267.802376807
3849,5,3,Location2,7,1,791682.1686109223
1139,3,1,Location2,17,2,190776.74095480592
3379,3,2,Location4,48,1,784600.846445173
1468,1,2,Location5,14,0,529452.6729530866
640,5,3,Location1,63,0,211100.73768220472
1339,3,3,Location1,64,2,260464.69593498355
4375,2,3,Location2,97,1,784402.791337244
2546,4,3,Location5,75,1,679191.1883062738
3149,2,2,Location5,77,2,773285.4119867024
3606,4,1,Location3,65,0,769932.6264660645
3816,3,1,Location5,34,2,991352.1825362262
1824,1,1,Location5,9,1,545248.6044980502
1528,2,1,Location1,77,1,237169.26472073875
2636,2,3,Location5,37,2,683943.9385064846
4395,2,2,Location5,30,0,1046150.081846124
3108,4,2,Location1,41,0,621127.1602583952
3379,3,2,Location5,45,2,852988.7234329745
3399,2,3,Location1,101,1,552544.9856606603
1524,2,2,Location3,47,0,378104.13674672344
3556,1,3,Location4,7,2,902892.2700467153
2181,1,2,Location1,14,1,389849.92639905
4218,3,1,Location1,48,0,663873.1873694806
3924,3,3,Location5,6,0,941808.4214841232
989,5,2,Location1,34,2,216726.23176498976
2217,1,1,Location2,80,1,473594.4204755567
3530,5,1,Location2,115,0,625290.3648942234
855,4,1,Location3,101,2,315582.64828463946
1308,5,3,Location1,100,0,304964.31469446805
2438,2,3,Location5,46,1,663701.8881981226
2544,5,2,Location5,59,0,683394.8828367235
3097,3,1,Location4,70,1,739588.4816787415
609,4,2,Location3,8,0,193799.3555623902
3471,2,2,Location5,24,0,779574.6829244632
1397,5,1,Location4,67,2,365555.06235473667
3913,4,2,Location5,4,0,984975.6886171505
3922,4,3,Location4,96,1,790189.947792377
1476,2,2,Location2,1,2,242427.97095265734
1628,5,1,Location2,34,1,374360.3137503623
3790,4,3,Location5,109,1,958400.1005052979
1615,4,3,Location3,9,2,466803.5331398917
2424,1,2,Location1,63,1,385500.16686528677
973,4,2,Location3,76,0,206017.9036343737
3736,1,3,Location3,10,2,747133.9687612664
2793,5,2,Location1,10,0,487110.06570516026
823,5,1,Location2,50,0,202629.9579438277
1862,5,2,Location2,44,1,414180.9012806224
2824,3,2,Location1,118,1,566721.2560297572
2402,5,3,Location4,48,0,582665.7047280583
1452,4,2,Location3,87,2,415714.4913098551
3953,2,2,Location5,6,0,965455.0338048248
662,1,2,Location2,88,0,138001.640766672
1840,3,1,Location5,24,1,526522.7319427616
3474,5,2,Location1,85,1,636619.5182578643
3442,5,1,Location5,106,0,819784.4921249927
1288,2,1,Location5,95,0,357011.6089209017
2084,2,1,Location3,111,1,446245.48401823035
2233,3,1,Location1,58,0,345388.58833318145
2752,1,3,Location5,105,1,796163.7855635686
3770,5,1,Location2,64,0,756577.0956116274
1110,3,2,Location1,94,2,276580.4582964211
984,4,1,Location2,56,2,237005.56773577983
1004,4,2,Location4,98,0,285102.300269851
3470,3,1,Location5,82,1,768347.2837389886
1117,5,3,Location1,12,0,285606.944002643
1075,3,1,Location2,35,0,268764.20295830467
2600,5,1,Location5,71,1,649744.1538720627
3356,2,3,Location3,105,0,687655.7712565647
2268,3,1,Location2,104,1,433565.85420969105
2493,5,2,Location2,89,0,472790.30457721796
3418,3,1,Location4,6,1,730754.6314053291
2060,3,1,Location3,65,0,396799.12663448433
3694,5,1,Location4,110,2,795474.8104237933
3644,5,3,Location3,80,1,737943.5638603419
4236,1,1,Location2,60,2,831279.9713521614
3324,3,1,Location4,112,1,703775.9008985236
1313,4,2,Location5,68,1,291400.32863600855
4129,3,1,Location3,29,1,849628.6008695049
682,3,1,Location2,38,1,226694.43087666942
1768,5,1,Location1,111,0,382318.2801073916
3756,3,1,Location3,92,0,757540.2091443671
3749,3,2,Location3,22,1,719046.5569904854
3104,4,2,Location5,8,0,728149.5187326237
2501,5,3,Location3,63,1,595916.2069229974
2648,3,1,Location3,96,1,631767.9890047808
650,2,3,Location5,97,2,198859.3332778471
1284,1,3,Location5,13,1,395651.88968577026
1316,4,1,Location4,27,1,335160.97826452635
4443,3,2,Location2,18,0,776415.4956027515
2069,2,2,Location2,18,1,430958.84030043456
1048,3,1,Location4,77,1,289665.6399198881
1480,3,1,Location2,86,2,228416.27229351067
1087,5,2,Location3,62,0,303611.61473903625
2423,5,1,Location4,14,0,593305.7854187598
2681,5,1,Location4,11,2,685845.0868608514
4019,2,1,Location2,103,1,703403.7274673951
2742,3,2,Location1,114,2,413228.3742983068
3743,1,3,Location2,117,0,664685.5215133537
2174,4,3,Location1,86,2,458076.308138646
2801,5,1,Location4,100,0,633401.7090007598
849,5,2,Location1,17,2,272775.3693091217
1273,3,1,Location3,51,1,252750.83868516958
1037,3,2,Location5,96,1,364046.8654866191
2765,2,1,Location1,14,0,492522.2648305325
1370,2,2,Location5,106,2,378146.9110141703
3977,5,2,Location3,57,0,867969.6519171481
867,3,3,Location5,93,1,310047.20874427713
2584,1,1,Location3,6,0,489445.6630168672
1677,4,3,Location5,114,1,520711.70178768394
835,3,3,Location5,57,0,274088.29395970516
988,3,2,Location2,4,2,268839.32250696304
3637,2,1,Location1,11,1,576065.3216001164
4405,4,2,Location5,109,0,1021754.1171149
1362,5,2,Location4,104,1,328162.90918698
2448,3,2,Location2,74,2,490042.3102343682
3048,5,1,Location1,119,1,534453.9836257715
1223,3,1,Location2,92,2,316739.70538358873
3414,5,2,Location1,11,1,537449.5498998378
3974,4,1,Location3,99,2,862813.9258454569
3566,2,2,Location5,79,1,902103.1119760217
3878,4,1,Location4,8,2,866412.5488730143
1852,1,1,Location2,84,0,369144.7521989384
3500,2,3,Location2,114,0,666878.2021660598
1177,4,2,Location2,59,1,291785.46696487226
2722,1,3,Location2,21,2,577729.4693841629
1034,3,3,Location5,65,0,307258.0244543478
2750,3,2,Location1,93,1,450333.5793391264
4093,5,2,Location5,24,0,1001506.4017192167
